"","x","y","z"
"codex_72595",7250,8005,8
"codex_72596",7274,7481,9
"codex_72597",7282,7309,10
"codex_72598",7274,7526,9
"codex_72599",7285,7336,4
"codex_72600",7282,7401,6
"codex_72601",7279,7582,5
"codex_72602",7293,7189,4
"codex_72603",7276,7548,5
"codex_72604",7283,7560,9
"codex_72605",7272,7636,10
"codex_72606",7296,7089,9
"codex_72607",7286,7207,1
"codex_72608",7264,8034,2
"codex_72609",7292,7519,2
"codex_72610",7270,7939,8
"codex_72611",7275,7711,6
"codex_72612",7277,7801,7
"codex_72613",7281,7957,8
"codex_72614",7288,7614,7
"codex_72615",7303,7210,10
"codex_72616",7291,7432,5
"codex_72617",7305,7061,9
"codex_72618",7306,7116,2
"codex_72619",7278,7683,8
"codex_72620",7298,7243,9
"codex_72621",7294,7741,10
"codex_72622",7300,7260,4
"codex_72623",7312,7184,9
"codex_72624",7303,7374,1
"codex_72625",7312,7197,7
"codex_72626",7293,7445,9
"codex_72627",7302,7396,9
"codex_72628",7279,8025,6
"codex_72629",7312,7356,6
"codex_72630",7305,7501,10
"codex_72631",7300,7695,5
"codex_72632",7288,8003,8
"codex_72633",7319,7088,2
"codex_72634",7298,7754,5
"codex_72635",7306,7552,4
"codex_72636",7298,7803,5
"codex_72637",7299,7619,9
"codex_72638",7314,7138,8
"codex_72639",7321,7171,5
"codex_72640",7311,7481,8
"codex_72641",7307,7816,9
"codex_72642",7324,7396,5
"codex_72643",7314,7291,8
"codex_72644",7317,7464,5
"codex_72645",7295,7976,9
"codex_72646",7331,7227,9
"codex_72647",7289,7896,6
"codex_72648",7314,7605,6
"codex_72649",7321,7423,6
"codex_72650",7316,7740,7
"codex_72651",7327,7320,0
"codex_72652",7309,7779,10
"codex_72653",7336,7250,8
"codex_72654",7310,7912,6
"codex_72655",7336,7282,1
"codex_72656",7327,7514,3
"codex_72657",7341,7077,7
"codex_72658",7327,7569,6
"codex_72659",7310,8023,8
"codex_72660",7341,7112,7
"codex_72661",7336,7484,3
"codex_72662",7321,7663,5
"codex_72663",7341,7143,10
"codex_72664",7338,7368,6
"codex_72665",7331,7710,8
"codex_72666",7315,7871,8
"codex_72667",7330,7534,10
"codex_72668",7329,7832,8
"codex_72669",7321,7998,3
"codex_72670",7347,7131,10
"codex_72671",7339,7626,7
"codex_72672",7337,7512,9
"codex_72673",7343,7686,8
"codex_72674",7353,7338,9
"codex_72675",7358,7171,1
"codex_72676",7335,7791,7
"codex_72677",7350,7194,2
"codex_72678",7360,7320,5
"codex_72679",7358,7560,8
"codex_72680",7359,7233,5
"codex_72681",7340,7859,6
"codex_72682",7330,7928,6
"codex_72683",7351,7386,6
"codex_72684",7361,7201,8
"codex_72685",7371,7137,6
"codex_72686",7330,7965,7
"codex_72687",7339,8019,2
"codex_72688",7368,7259,6
"codex_72689",7350,7653,3
"codex_72690",7350,7703,2
"codex_72691",7366,7102,4
"codex_72692",7372,7415,6
"codex_72693",7379,7189,4
"codex_72694",7355,7973,6
"codex_72695",7361,7490,7
"codex_72696",7385,7152,9
"codex_72697",7379,7353,2
"codex_72698",7368,7696,1
"codex_72699",7352,8023,7
"codex_72700",7368,7800,5
"codex_72701",7382,7285,2
"codex_72702",7376,7529,10
"codex_72703",7357,7849,5
"codex_72704",7357,7862,9
"codex_72705",7391,7065,2
"codex_72706",7372,7756,5
"codex_72707",7367,7828,8
"codex_72708",7371,7706,8
"codex_72709",7379,7906,9
"codex_72710",7390,7399,7
"codex_72711",7390,7441,8
"codex_72712",7377,7643,9
"codex_72713",7388,7248,9
"codex_72714",7395,7080,9
"codex_72715",7386,7467,10
"codex_72716",7372,7945,9
"codex_72717",7392,7312,7
"codex_72718",7397,7207,1
"codex_72719",7381,7741,6
"codex_72720",7398,7136,7
"codex_72721",7366,7669,9
"codex_72722",7374,8009,5
"codex_72723",7410,7072,6
"codex_72724",7409,7151,9
"codex_72725",7410,7168,1
"codex_72726",7396,7710,2
"codex_72727",7407,7342,5
"codex_72728",7410,7191,9
"codex_72729",7400,7509,4
"codex_72730",7400,7537,7
"codex_72731",7399,7373,4
"codex_72732",7400,7578,7
"codex_72733",7410,7429,3
"codex_72734",7402,7661,7
"codex_72735",7389,7757,6
"codex_72736",7389,7827,7
"codex_72737",7398,7694,5
"codex_72738",7410,7837,7
"codex_72739",7418,7344,7
"codex_72740",7388,7923,6
"codex_72741",7401,7789,6
"codex_72742",7406,7626,9
"codex_72743",7415,7729,10
"codex_72744",7413,7371,8
"codex_72745",7409,7744,5
"codex_72746",7421,7227,2
"codex_72747",7421,7244,5
"codex_72748",7409,7901,7
"codex_72749",7429,7071,8
"codex_72750",7427,7269,7
"codex_72751",7431,7188,5
"codex_72752",7436,7113,5
"codex_72753",7431,7292,8
"codex_72754",7435,7132,9
"codex_72755",7414,7959,8
"codex_72756",7399,7883,7
"codex_72757",7437,7264,2
"codex_72758",7431,7472,8
"codex_72759",7426,7500,9
"codex_72760",7394,7994,2
"codex_72761",7406,8011,6
"codex_72762",7414,8031,9
"codex_72763",7404,7869,8
"codex_72764",7418,8046,9
"codex_72765",7444,7073,2
"codex_72766",7444,7093,9
"codex_72767",7439,7324,6
"codex_72768",7425,7526,2
"codex_72769",7425,7547,9
"codex_72770",7438,7605,8
"codex_72771",7444,7294,5
"codex_72772",7417,7868,3
"codex_72773",7432,7618,3
"codex_72774",7432,7684,8
"codex_72775",7440,7358,2
"codex_72776",7441,7382,8
"codex_72777",7440,7424,8
"codex_72778",7428,7879,5
"codex_72779",7437,7903,8
"codex_72780",7427,7719,6
"codex_72781",7441,7564,6
"codex_72782",7431,7997,6
"codex_72783",7438,7850,8
"codex_72784",7434,7757,8
"codex_72785",7449,7192,5
"codex_72786",7454,7158,10
"codex_72787",7459,7119,6
"codex_72788",7459,7269,6
"codex_72789",7461,7288,9
"codex_72790",7446,7471,5
"codex_72791",7451,7515,9
"codex_72792",7450,7230,10
"codex_72793",7451,7593,7
"codex_72794",7446,7642,6
"codex_72795",7453,7544,2
"codex_72796",7464,7353,8
"codex_72797",7454,7393,4
"codex_72798",7470,7051,7
"codex_72799",7465,7394,6
"codex_72800",7474,7072,2
"codex_72801",7443,7790,6
"codex_72802",7458,7426,7
"codex_72803",7464,7546,6
"codex_72804",7468,7181,9
"codex_72805",7465,7669,9
"codex_72806",7458,7477,9
"codex_72807",7473,7223,2
"codex_72808",7475,7106,10
"codex_72809",7477,7253,6
"codex_72810",7470,7270,2
"codex_72811",7468,7565,2
"codex_72812",7454,7691,3
"codex_72813",7480,7088,5
"codex_72814",7468,7618,3
"codex_72815",7454,7742,6
"codex_72816",7479,7207,8
"codex_72817",7481,7129,2
"codex_72818",7462,7951,6
"codex_72819",7455,8028,9
"codex_72820",7469,7321,9
"codex_72821",7486,7157,9
"codex_72822",7470,7982,8
"codex_72823",7480,7527,6
"codex_72824",7497,7086,9
"codex_72825",7495,7275,8
"codex_72826",7479,7494,5
"codex_72827",7469,7692,10
"codex_72828",7493,7329,10
"codex_72829",7483,7195,5
"codex_72830",7480,7644,4
"codex_72831",7475,7729,9
"codex_72832",7492,7369,9
"codex_72833",7487,7444,8
"codex_72834",7475,7872,8
"codex_72835",7487,7474,9
"codex_72836",7502,7201,8
"codex_72837",7485,7554,8
"codex_72838",7498,7751,8
"codex_72839",7506,7052,6
"codex_72840",7477,7778,8
"codex_72841",7494,7523,5
"codex_72842",7511,7081,5
"codex_72843",7510,7156,2
"codex_72844",7509,7443,9
"codex_72845",7506,7128,8
"codex_72846",7506,7175,10
"codex_72847",7490,7659,9
"codex_72848",7477,7803,9
"codex_72849",7490,7695,4
"codex_72850",7496,7404,7
"codex_72851",7510,7398,8
"codex_72852",7505,7244,10
"codex_72853",7483,7595,6
"codex_72854",7510,7552,9
"codex_72855",7491,7935,7
"codex_72856",7498,8012,7
"codex_72857",7506,7509,6
"codex_72858",7500,7299,3
"codex_72859",7518,7101,9
"codex_72860",7517,7276,8
"codex_72861",7497,7718,6
"codex_72862",7504,7669,3
"codex_72863",7504,7682,8
"codex_72864",7488,7733,3
"codex_72865",7528,7068,8
"codex_72866",7526,7212,2
"codex_72867",7531,7179,8
"codex_72868",7513,7786,9
"codex_72869",7535,7140,10
"codex_72870",7528,7301,10
"codex_72871",7517,7834,9
"codex_72872",7500,7620,3
"codex_72873",7525,7504,7
"codex_72874",7538,7237,6
"codex_72875",7512,7925,6
"codex_72876",7541,7068,0
"codex_72877",7543,7102,9
"codex_72878",7532,7392,4
"codex_72879",7532,7476,6
"codex_72880",7543,7249,9
"codex_72881",7548,7122,3
"codex_72882",7548,7171,1
"codex_72883",7537,7373,10
"codex_72884",7529,7339,8
"codex_72885",7531,7753,8
"codex_72886",7522,8039,7
"codex_72887",7537,7445,10
"codex_72888",7539,7579,7
"codex_72889",7535,7507,2
"codex_72890",7543,7620,6
"codex_72891",7537,7811,8
"codex_72892",7542,7545,9
"codex_72893",7550,7670,8
"codex_72894",7552,7292,9
"codex_72895",7541,7700,6
"codex_72896",7547,7411,6
"codex_72897",7560,7144,1
"codex_72898",7560,7195,2
"codex_72899",7558,7259,10
"codex_72900",7559,7510,9
"codex_72901",7529,7897,5
"codex_72902",7557,7329,6
"codex_72903",7569,7097,10
"codex_72904",7552,7346,4
"codex_72905",7552,7372,10
"codex_72906",7535,7949,7
"codex_72907",7542,7876,8
"codex_72908",7553,7451,9
"codex_72909",7555,7976,7
"codex_72910",7574,7072,6
"codex_72911",7558,7709,8
"codex_72912",7546,7596,8
"codex_72913",7572,7548,9
"codex_72914",7561,7771,7
"codex_72915",7578,7392,5
"codex_72916",7567,7604,2
"codex_72917",7568,7295,8
"codex_72918",7575,7169,10
"codex_72919",7571,7215,2
"codex_72920",7552,7551,7
"codex_72921",7579,7043,6
"codex_72922",7578,7640,8
"codex_72923",7580,7121,9
"codex_72924",7580,7153,8
"codex_72925",7571,7478,8
"codex_72926",7572,7799,2
"codex_72927",7561,7865,5
"codex_72928",7580,7304,2
"codex_72929",7583,7196,9
"codex_72930",7565,7698,4
"codex_72931",7578,7819,9
"codex_72932",7592,7267,6
"codex_72933",7598,7068,7
"codex_72934",7588,7359,8
"codex_72935",7600,7229,9
"codex_72936",7584,7430,8
"codex_72937",7594,7319,6
"codex_72938",7585,7728,6
"codex_72939",7588,7635,8
"codex_72940",7575,7772,8
"codex_72941",7594,7597,8
"codex_72942",7592,7705,6
"codex_72943",7603,7183,6
"codex_72944",7573,7923,6
"codex_72945",7601,7173,2
"codex_72946",7592,7875,2
"codex_72947",7605,7136,2
"codex_72948",7598,7494,8
"codex_72949",7596,7558,3
"codex_72950",7611,7093,1
"codex_72951",7613,7105,6
"codex_72952",7593,7530,8
"codex_72953",7618,7045,7
"codex_72954",7587,8018,7
"codex_72955",7603,7772,7
"codex_72956",7610,7394,9
"codex_72957",7614,7281,6
"codex_72958",7619,7162,8
"codex_72959",7622,7442,7
"codex_72960",7629,7272,9
"codex_72961",7625,7336,3
"codex_72962",7633,7217,8
"codex_72963",7620,7673,7
"codex_72964",7616,7746,9
"codex_72965",7619,7574,5
"codex_72966",7628,7376,2
"codex_72967",7637,7079,7
"codex_72968",7637,7126,6
"codex_72969",7629,7518,6
"codex_72970",7627,7549,8
"codex_72971",7637,7255,8
"codex_72972",7620,7903,9
"codex_72973",7617,7812,7
"codex_72974",7641,7335,9
"codex_72975",7619,7860,8
"codex_72976",7632,7307,9
"codex_72977",7643,7159,3
"codex_72978",7608,7982,7
"codex_72979",7638,7384,6
"codex_72980",7633,7983,7
"codex_72981",7638,7497,7
"codex_72982",7648,7087,7
"codex_72983",7647,7185,5
"codex_72984",7651,7318,5
"codex_72985",7657,7114,10
"codex_72986",7645,7345,6
"codex_72987",7606,7922,7
"codex_72988",7659,7064,10
"codex_72989",7631,7818,4
"codex_72990",7655,7413,3
"codex_72991",7630,8027,8
"codex_72992",7650,7362,9
"codex_72993",7662,7315,9
"codex_72994",7666,7173,8
"codex_72995",7667,7218,6
"codex_72996",7639,7844,6
"codex_72997",7671,7085,2
"codex_72998",7652,7695,8
"codex_72999",7635,7749,3
"codex_73000",7673,7136,2
"codex_73001",7668,7382,10
"codex_73002",7653,7540,1
"codex_73003",7648,7469,10
"codex_73004",7657,7736,9
"codex_73005",7666,7506,6
"codex_73006",7663,7445,8
"codex_73007",7660,7401,2
"codex_73008",7669,7600,8
"codex_73009",7646,7789,8
"codex_73010",7674,7418,9
"codex_73011",7662,7636,6
"codex_73012",7677,7273,7
"codex_73013",7681,7261,7
"codex_73014",7685,7099,2
"codex_73015",7646,7944,6
"codex_73016",7678,7433,2
"codex_73017",7686,7079,5
"codex_73018",7670,8031,7
"codex_73019",7686,7208,6
"codex_73020",7677,7543,5
"codex_73021",7691,7055,8
"codex_73022",7655,7908,7
"codex_73023",7687,7151,8
"codex_73024",7687,7171,1
"codex_73025",7662,7804,4
"codex_73026",7676,7488,5
"codex_73027",7672,7832,5
"codex_73028",7682,7373,2
"codex_73029",7697,7345,7
"codex_73030",7697,7454,8
"codex_73031",7691,7466,3
"codex_73032",7688,7322,6
"codex_73033",7679,7529,9
"codex_73034",7690,7222,9
"codex_73035",7687,7897,6
"codex_73036",7678,7864,10
"codex_73037",7683,7697,5
"codex_73038",7681,7948,7
"codex_73039",7693,7800,9
"codex_73040",7697,7915,8
"codex_73041",7683,7758,6
"codex_73042",7694,7822,2
"codex_73043",7694,7840,8
"codex_73044",7699,7402,9
"codex_73045",7710,7306,7
"codex_73046",7716,7162,1
"codex_73047",7700,7637,9
"codex_73048",7710,7372,9
"codex_73049",7706,7101,5
"codex_73050",7682,7655,7
"codex_73051",7706,7222,10
"codex_73052",7712,7538,6
"codex_73053",7707,7432,2
"codex_73054",7688,7740,6
"codex_73055",7723,7088,7
"codex_73056",7724,7118,7
"codex_73057",7705,7386,5
"codex_73058",7724,7206,10
"codex_73059",7720,7472,4
"codex_73060",7725,7179,10
"codex_73061",7723,7491,8
"codex_73062",7714,7961,7
"codex_73063",7725,7409,5
"codex_73064",7717,7688,6
"codex_73065",7728,7078,6
"codex_73066",7711,7552,8
"codex_73067",7715,7343,2
"codex_73068",7732,7048,2
"codex_73069",7735,7138,8
"codex_73070",7735,7240,7
"codex_73071",7738,7154,3
"codex_73072",7735,7331,3
"codex_73073",7721,7664,7
"codex_73074",7732,7276,7
"codex_73075",7705,7875,7
"codex_73076",7742,7225,10
"codex_73077",7745,7125,7
"codex_73078",7737,7426,7
"codex_73079",7745,7198,8
"codex_73080",7708,7811,7
"codex_73081",7745,7301,8
"codex_73082",7751,7055,6
"codex_73083",7743,7251,8
"codex_73084",7735,7800,6
"codex_73085",7726,7522,6
"codex_73086",7739,7546,4
"codex_73087",7738,7837,2
"codex_73088",7748,7333,7
"codex_73089",7730,7873,6
"codex_73090",7737,7918,9
"codex_73091",7747,7677,2
"codex_73092",7729,7739,8
"codex_73093",7748,7393,6
"codex_73094",7726,8000,7
"codex_73095",7752,7163,8
"codex_73096",7756,7207,2
"codex_73097",7759,7189,2
"codex_73098",7771,7159,2
"codex_73099",7766,7268,8
"codex_73100",7735,8040,5
"codex_73101",7758,7328,6
"codex_73102",7758,7410,9
"codex_73103",7771,7444,6
"codex_73104",7771,7554,6
"codex_73105",7766,7496,8
"codex_73106",7751,7656,8
"codex_73107",7774,7250,9
"codex_73108",7777,7087,7
"codex_73109",7769,7184,5
"codex_73110",7769,7217,9
"codex_73111",7750,7876,8
"codex_73112",7766,7676,4
"codex_73113",7780,7122,6
"codex_73114",7776,7170,9
"codex_73115",7771,7819,10
"codex_73116",7775,7336,9
"codex_73117",7764,7737,6
"codex_73118",7754,7698,8
"codex_73119",7788,7091,2
"codex_73120",7779,7530,8
"codex_73121",7754,7942,8
"codex_73122",7769,7773,7
"codex_73123",7754,7963,6
"codex_73124",7784,7371,9
"codex_73125",7796,7108,7
"codex_73126",7789,7432,5
"codex_73127",7790,7278,10
"codex_73128",7798,7081,6
"codex_73129",7796,7199,6
"codex_73130",7788,7222,5
"codex_73131",7785,7340,5
"codex_73132",7798,7387,2
"codex_73133",7798,7454,4
"codex_73134",7791,7607,2
"codex_73135",7793,7314,9
"codex_73136",7804,7049,4
"codex_73137",7781,7600,10
"codex_73138",7772,7985,7
"codex_73139",7799,7141,9
"codex_73140",7794,7469,8
"codex_73141",7799,7168,2
"codex_73142",7786,7836,5
"codex_73143",7808,7237,7
"codex_73144",7797,7782,8
"codex_73145",7773,8020,5
"codex_73146",7784,7853,9
"codex_73147",7798,7749,10
"codex_73148",7804,7407,5
"codex_73149",7796,8019,8
"codex_73150",7813,7069,9
"codex_73151",7790,7694,7
"codex_73152",7821,7138,5
"codex_73153",7797,7926,6
"codex_73154",7770,7898,7
"codex_73155",7809,7316,5
"codex_73156",7790,7814,8
"codex_73157",7810,7362,6
"codex_73158",7800,7713,10
"codex_73159",7810,7372,9
"codex_73160",7824,7123,10
"codex_73161",7815,7166,9
"codex_73162",7793,7892,6
"codex_73163",7823,7344,8
"codex_73164",7821,7287,7
"codex_73165",7832,7246,3
"codex_73166",7834,7063,9
"codex_73167",7819,7598,7
"codex_73168",7827,7393,4
"codex_73169",7805,7557,5
"codex_73170",7818,7617,7
"codex_73171",7828,7207,8
"codex_73172",7803,7913,9
"codex_73173",7818,7693,7
"codex_73174",7836,7097,10
"codex_73175",7826,7454,7
"codex_73176",7814,7962,7
"codex_73177",7824,7785,6
"codex_73178",7821,7839,6
"codex_73179",7842,7258,10
"codex_73180",7842,7274,9
"codex_73181",7837,7293,6
"codex_73182",7823,7671,6
"codex_73183",7837,7418,0
"codex_73184",7837,7573,9
"codex_73185",7836,7489,8
"codex_73186",7847,7140,7
"codex_73187",7849,7082,2
"codex_73188",7849,7103,3
"codex_73189",7848,7230,9
"codex_73190",7829,7806,7
"codex_73191",7834,7668,4
"codex_73192",7842,7439,5
"codex_73193",7845,7200,2
"codex_73194",7840,7767,9
"codex_73195",7815,7827,2
"codex_73196",7858,7151,2
"codex_73197",7857,7392,5
"codex_73198",7831,7644,5
"codex_73199",7831,7732,9
"codex_73200",7854,7172,7
"codex_73201",7861,7104,7
"codex_73202",7836,7908,8
"codex_73203",7864,7067,1
"codex_73204",7857,7824,10
"codex_73205",7851,7402,10
"codex_73206",7849,7860,8
"codex_73207",7870,7248,6
"codex_73208",7855,7790,4
"codex_73209",7865,7213,3
"codex_73210",7849,8025,8
"codex_73211",7872,7165,8
"codex_73212",7874,7120,3
"codex_73213",7863,7297,8
"codex_73214",7844,7950,9
"codex_73215",7882,7057,8
"codex_73216",7845,7971,5
"codex_73217",7874,7310,10
"codex_73218",7872,7456,4
"codex_73219",7884,7161,9
"codex_73220",7847,7702,3
"codex_73221",7872,7637,2
"codex_73222",7862,7554,7
"codex_73223",7864,7736,7
"codex_73224",7884,7302,2
"codex_73225",7885,7130,9
"codex_73226",7875,7362,4
"codex_73227",7875,7407,2
"codex_73228",7877,7445,9
"codex_73229",7862,7597,10
"codex_73230",7882,7088,8
"codex_73231",7867,7882,6
"codex_73232",7881,7192,1
"codex_73233",7876,7605,10
"codex_73234",7889,7106,8
"codex_73235",7861,7634,7
"codex_73236",7876,7848,2
"codex_73237",7875,7907,8
"codex_73238",7902,7217,4
"codex_73239",7887,7687,4
"codex_73240",7890,7248,0
"codex_73241",7886,7554,7
"codex_73242",7907,7068,2
"codex_73243",7887,7860,6
"codex_73244",7897,7450,4
"codex_73245",7905,7181,2
"codex_73246",7895,7286,4
"codex_73247",7868,7792,4
"codex_73248",7888,7721,10
"codex_73249",7893,7581,2
"codex_73250",7869,7680,8
"codex_73251",7894,7636,9
"codex_73252",7911,7249,8
"codex_73253",7891,7777,5
"codex_73254",7906,7307,10
"codex_73255",7869,8009,5
"codex_73256",7909,7275,6
"codex_73257",7910,7343,7
"codex_73258",7890,7942,7
"codex_73259",7897,7819,5
"codex_73260",7915,7128,7
"codex_73261",7911,7473,8
"codex_73262",7911,7529,2
"codex_73263",7901,7684,7
"codex_73264",7921,7091,10
"codex_73265",7923,7148,7
"codex_73266",7908,7548,7
"codex_73267",7904,7900,9
"codex_73268",7914,7397,2
"codex_73269",7918,7676,4
"codex_73270",7893,8007,8
"codex_73271",7925,7377,8
"codex_73272",7934,7160,0
"codex_73273",7937,7056,2
"codex_73274",7924,7648,8
"codex_73275",7931,7176,7
"codex_73276",7921,7613,8
"codex_73277",7921,7633,4
"codex_73278",7933,7266,1
"codex_73279",7922,7853,8
"codex_73280",7938,7296,6
"codex_73281",7943,7077,10
"codex_73282",7930,7902,8
"codex_73283",7938,7419,7
"codex_73284",7944,7111,7
"codex_73285",7932,7699,7
"codex_73286",7910,8020,9
"codex_73287",7916,7739,6
"codex_73288",7955,7061,4
"codex_73289",7955,7154,2
"codex_73290",7955,7231,2
"codex_73291",7949,7187,5
"codex_73292",7940,7547,8
"codex_73293",7949,7247,5
"codex_73294",7925,7787,8
"codex_73295",7958,7096,2
"codex_73296",7939,7515,9
"codex_73297",7945,7217,9
"codex_73298",7956,7373,2
"codex_73299",7956,7407,7
"codex_73300",7945,7310,5
"codex_73301",7945,7435,5
"codex_73302",7950,7361,2
"codex_73303",7952,7467,5
"codex_73304",7958,7348,9
"codex_73305",7943,7755,7
"codex_73306",7960,7282,10
"codex_73307",7925,8011,5
"codex_73308",7942,7611,5
"codex_73309",7965,7079,10
"codex_73310",7966,7180,5
"codex_73311",7952,7629,6
"codex_73312",7950,7583,8
"codex_73313",7954,7563,2
"codex_73314",7972,7217,9
"codex_73315",7957,7721,8
"codex_73316",7978,7127,8
"codex_73317",7946,8004,8
"codex_73318",7980,7047,7
"codex_73319",7978,7274,6
"codex_73320",7950,7689,3
"codex_73321",7980,7151,9
"codex_73322",7973,7231,1
"codex_73323",7952,7827,6
"codex_73324",7970,7437,9
"codex_73325",7972,7547,7
"codex_73326",7972,7597,3
"codex_73327",7963,7472,8
"codex_73328",7954,7948,6
"codex_73329",7987,7066,5
"codex_73330",7983,7404,8
"codex_73331",7964,7925,6
"codex_73332",7967,7803,9
"codex_73333",7975,7515,10
"codex_73334",7958,8036,6
"codex_73335",7985,7257,8
"codex_73336",7985,7307,8
"codex_73337",7978,7649,6
"codex_73338",7990,7365,2
"codex_73339",7984,7246,9
"codex_73340",7985,7350,6
"codex_73341",7992,7099,1
"codex_73342",7993,7411,2
"codex_73343",7989,7752,7
"codex_73344",7979,7677,3
"codex_73345",7998,7185,6
"codex_73346",7982,7687,7
"codex_73347",7969,7853,7
"codex_73348",7999,7470,7
"codex_73349",7986,7894,7
"codex_73350",7981,7989,2
"codex_73351",7997,7309,2
"codex_73352",7979,8005,7
"codex_73353",8006,7206,8
"codex_73354",8001,7137,8
"codex_73355",8014,7062,9
"codex_73356",8015,7081,4
"codex_73357",8006,7279,8
"codex_73358",8015,7166,4
"codex_73359",8006,7330,2
"codex_73360",8010,7151,7
"codex_73361",7998,7561,5
"codex_73362",8003,7697,6
"codex_73363",8018,7114,8
"codex_73364",8003,7825,7
"codex_73365",8000,7608,9
"codex_73366",8022,7231,7
"codex_73367",8003,7929,8
"codex_73368",7998,7954,7
"codex_73369",8012,7538,8
"codex_73370",8016,7418,2
"codex_73371",8022,7438,8
"codex_73372",8011,7864,7
"codex_73373",8013,7980,7
"codex_73374",8019,7597,5
"codex_73375",8008,7772,7
"codex_73376",8033,7076,7
"codex_73377",8029,7179,9
"codex_73378",8038,7047,9
"codex_73379",8011,8032,6
"codex_73380",8020,7368,0
"codex_73381",8035,7443,5
"codex_73382",8036,7339,6
"codex_73383",8029,7307,7
"codex_73384",8026,7379,7
"codex_73385",8028,7462,6
"codex_73386",8022,7910,4
"codex_73387",8043,7226,6
